pref_id;pref_name;year;month;year_month;date;n_m;n_f;n_total;ln_ratio_mf;;u_rate;n_ei_insured;n_care_need_2to5;n_ltc_facility_users;share_75plus;z_u_rate;z_ln_ei;z_ln_need;z_ln_fac;z_oldshare75;moy;t_index;ln_ei;ln_need;ln_fac
11;Saitama;2015;10;201510;2015-10-01;4;24;28;-1.69459572077441;;2.9;1392520;140016;41339;0.107;0.356701892780346;1.10956666681647;1.42653225837225;1.54088073273711;-1.94683241412852;10;1;14.1466256133375;11.8495119807756;10.6295616432964
12;Chiba;2015;10;201510;2015-10-01;4;27;31;-1.81010860789625;;2.9;1118322;131293;34343;0.114;0.356701892780346;0.849219433192101;1.32902677754871;1.24233913107985;-1.60890041426132;10;1;13.9273399055403;11.7851867458461;10.444153492313
13;Tokyo;2015;10;201510;2015-10-01;83;165;248;-0.684124562960308;;3.8;9392162;290876;69640;0.109;1.60497408013163;3.37574493003988;2.53480947193661;2.38064544561953;-1.85028041416646;10;1;16.0553860696236;12.5806523385016;11.1510943938821
14;Kanagawa;2015;10;201510;2015-10-01;12;33;45;-0.985816794522765;;2.8;2054809;198077;50419;0.109;0.218004983074649;1.57148795640462;1.95236893341572;1.86060203275244;-1.85028041416646;10;1;14.535693457554;12.1964111229679;10.8281233671458
15;Niigata;2015;10;201510;2015-10-01;2;15;17;-1.82454929205105;;2.8;710133;77106;25078;0.156;0.218004983074649;0.310050226766034;0.522230997672881;0.736084998426795;0.41869158494184;10;1;13.4732075554182;11.2529363775352;10.1297462467505
16;Toyama;2015;10;201510;2015-10-01;3;6;9;-0.619039208406224;;2.3;356563;34996;11468;0.15;-0.47547956545384;-0.507896242544127;-0.675187002493624;-0.523773478440687;0.129035585055673;10;1;12.7842662213163;10.4629890482262;9.34731582700326
17;Ishikawa;2015;10;201510;2015-10-01;0;6;6;-2.56494935746154;;2.1;363211;31536;10718;0.133;-0.752873384865235;-0.485964161498069;-0.832989961521444;-0.632679978941097;-0.691656414621798;10;1;12.8027392115943;10.3588850293925;9.2796798500548
18;Fukui;2015;10;201510;2015-10-01;0;7;7;-2.70805020110221;;1.8;248326;23884;7843;0.147;-1.16896411398233;-0.937406402582263;-1.25426814276311;-1.13554613747714;-0.0157924148874103;10;1;12.4224976780562;10.0809640576669;8.96737669321267
19;Yamanashi;2015;10;201510;2015-10-01;0;2;2;-1.6094379124341;;2.4;206443;25074;6451;0.144;-0.336782655748142;-1.15671314536384;-1.18056491861823;-1.45015434483923;-0.160620414830494;10;1;12.2377796242245;10.129586731676;8.77199043653224
20;Nagano;2015;10;201510;2015-10-01;7;14;21;-0.659245628884264;;2.6;600819;61298;18974;0.157;-0.0593888363367464;0.111591024735732;0.174450518335896;0.286969761757119;0.466967584922867;10;1;13.3060490034327;11.0235024949646;9.85082489995282
21;Gifu;2015;10;201510;2015-10-01;6;5;11;0.167054084663166;;2.3;562866;54129;15976;0.136;-0.47547956545384;0.034120344665755;-0.0140828281452917;0.0100467198907994;-0.546828414678714;10;1;13.2407968681356;10.8991253655764;9.67884287509565
22;Shizuoka;2015;10;201510;2015-10-01;3;15;18;-1.48807705542983;;2.6;1106457;86463;29715;0.135;-0.0593888363367464;0.83655582049666;0.695846171974699;1.0092707603455;-0.595104414659742;10;1;13.9166735764438;11.367471855746;10.2994072478008
23;Aichi;2015;10;201510;2015-10-01;25;32;57;-0.242561637171311;;2.6;2688599;145360;39749;0.108;-0.0593888363367464;1.89066542856694;1.48330990903136;1.47772653302916;-1.89855641414749;10;1;14.8045307980614;11.8869687030701;10.5903399625333
24;Mie;2015;10;201510;2015-10-01;4;9;13;-0.747214401830221;;2.2;469103;51052;15070;0.137;-0.614176475159537;-0.182219664719827;-0.102796750560829;-0.0839584861667882;-0.498552414697687;10;1;13.058577639521;10.8406000001026;9.62046129162054
25;Shiga;2015;10;201510;2015-10-01;0;14;14;-3.36729582998647;;2.6;362561;32295;8427;0.114;-0.0593888363367464;-0.488090761938786;-0.796939714897779;-1.01990351158744;-1.60890041426132;10;1;12.8009480149821;10.3826676984666;9.03919611577235
26;Kyoto;2015;10;201510;2015-10-01;6;11;17;-0.570544858467613;;3;717912;77212;20660;0.13;0.495398802486044;0.322984999731268;0.524313411267723;0.424044639317291;-0.836484414564881;10;1;13.4841022778448;11.2543101643478;9.93595474267363
27;Osaka;2015;10;201510;2015-10-01;14;49;63;-1.22782402014812;;3.6;3399166;232158;49211;0.119;1.32758026072023;2.16908756481605;2.19302405695822;1.82155355404801;-1.36752041435619;10;1;15.0390406653792;12.3551734533325;10.8038724547265
28;Hyogo;2015;10;201510;2015-10-01;7;30;37;-1.4028236630711;;3.5;1322325;132282;36985;0.127;1.18888335101453;1.0481578707279;1.3404023106239;1.3616767942398;-0.981312414507964;10;1;14.0949021088171;11.792691286425;10.518267704022
29;Nara;2015;10;201510;2015-10-01;1;3;4;-0.847297860387204;;3.2;228989;36357;10695;0.133;0.77279262189744;-1.0336550004295;-0.617353937695788;-0.636139026373184;-0.691656414621798;10;1;12.3414292464482;10.5011420366366;9.27753162151651
30;Wakayama;2015;10;201510;2015-10-01;1;4;5;-1.09861228866811;;2.4;230070;34361;9245;0.155;-0.336782655748142;-1.02806347085277;-0.70294404584278;-0.870732618680091;0.370415584960812;10;1;12.346138889427;10.4446774792835;9.13183814382123
31;Tottori;2015;10;201510;2015-10-01;1;2;3;-0.510825623765991;;2.4;157281;19623;6111;0.159;-0.336782655748142;-1.47963400920621;-1.55213653087282;-1.53733743155132;0.563519584884923;10;1;11.9657892934483;9.88445762662932;8.71784570489492
32;Shimane;2015;10;201510;2015-10-01;0;3;3;-1.94591014905531;;2.6;199937;25346;8004;0.179;-0.0593888363367464;-1.19473133893962;-1.16421001765216;-1.10282715475089;1.52903958450548;10;1;12.2057575959073;10.140376205642;8.98769669570362
33;Okayama;2015;10;201510;2015-10-01;2;13;15;-1.68639895357023;;3;565574;59355;16103;0.143;0.495398802486044;0.0398186229845763;0.125624662325454;0.0227961625391;-0.208896414811521;10;1;13.2455964236253;10.9912916424876;9.686760869018
34;Hiroshima;2015;10;201510;2015-10-01;1;19;20;-2.56494935746154;;2.9;961751;75181;21111;0.132;0.356701892780346;0.670147458776746;0.483907187681962;0.458816231506252;-0.739932414602825;10;1;13.7765108603853;11.2276538184397;9.95754951063466
35;Yamaguchi;2015;10;201510;2015-10-01;1;11;12;-2.03688192726104;;2.8;386863;43146;12734;0.162;0.218004983074649;-0.411064406035583;-0.35784106484519;-0.355162801537402;0.708347584828006;10;1;12.8658259041693;10.6723449923305;9.45203086057697
36;Tokushima;2015;10;201510;2015-10-01;0;4;4;-2.19722457733622;;2.7;195502;26297;8112;0.16;0.0793080733689514;-1.22136341185807;-1.10837639655534;-1.08124578381302;0.611795584865951;10;1;12.1833258885343;10.1772101432185;9.00109972583097
37;Kagawa;2015;10;201510;2015-10-01;2;5;7;-0.78845736036427;;2.7;310184;29770;8981;0.15;0.0793080733689514;-0.673334093423355;-0.920344511536229;-0.917382330797989;0.129035585055673;10;1;12.6449209487683;10.3012564540098;9.10286651367095
38;Ehime;2015;10;201510;2015-10-01;3;10;13;-1.09861228866811;;2.5;387119;45739;12030;0.157;-0.198085746042444;-0.4102790225654;-0.269375362766201;-0.446737380576187;0.466967584922867;10;1;12.8664874182855;10.7307066046355;9.39515880896873
39;Kochi;2015;10;201510;2015-10-01;1;5;6;-1.29928298413026;;2.7;192227;25437;7931;0.172;0.0793080733689514;-1.2414204122944;-1.15877749999119;-1.11758013842189;1.19110758463828;10;1;12.1664322443202;10.1439600859721;8.97853441008332
40;Fukuoka;2015;10;201510;2015-10-01;9;31;40;-1.19869574722509;;3.8;1603219;121547;36088;0.124;1.60497408013163;1.27684850318615;1.212110898604;1.32214346839209;-1.12614041445105;10;1;14.2875240410999;11.7080562982385;10.4937156790882
41;Saga;2015;10;201510;2015-10-01;2;2;4;0 ;;3;230465;20795;6701;0.145;0.495398802486044;-1.02602686401927;-1.46420346788584;-1.38893247990523;-0.112344414849466;10;1;12.3478542860716;9.94246785217701;8.81001204797317
42;Nagasaki;2015;10;201510;2015-10-01;1;13;14;-2.19722457733622;;2.6;355316;41979;11708;0.156;-0.0593888363367464;-0.512055668063718;-0.39940518425685;-0.490423595360477;0.41869158494184;10;1;12.7807628133622;10.6449247722238;9.36802764781178
43;Kumamoto;2015;10;201510;2015-10-01;2;11;13;-1.52605630349505;;2.9;463196;54718;15651;0.154;0.356701892780346;-0.197264595713483;0.00232234101890202;-0.0230470833953273;0.322139584979784;10;1;13.0459055696251;10.9099480019209;9.6582900916905
44;Oita;2015;10;201510;2015-10-01;2;7;9;-1.09861228866811;;3.1;322228;33396;9917;0.157;0.634095712191742;-0.628107300296738;-0.746123798815243;-0.75774974818919;0.466967584922867;10;1;12.6830146484942;10.4161914113139;9.20200573518613
45;Miyazaki;2015;10;201510;2015-10-01;4;9;13;-0.747214401830221;;2.7;285351;31732;9221;0.155;0.0793080733689514;-0.772405068585553;-0.823598114766743;-0.874918093044745;0.370415584960812;10;1;12.5614752804269;10.3650809144219;9.12923877053914
46;Kagoshima;2015;10;201510;2015-10-01;2;10;12;-1.43508452528932;;3.4;441202;52499;16291;0.161;1.05018644130883;-0.255021366147834;-0.0604304886311985;0.041485942079579;0.660071584846978;10;1;12.9972580994428;10.8685494007793;9.69836808706617
47;Okinawa;2015;10;201510;2015-10-01;3;22;25;-1.86075234071501;;4.7;386291;32558;8489;0.102;2.85324626748291;-0.412821126809343;-0.78464536124969;-1.00810025117408;-2.18821241403366;10;1;12.864346250428;10.3907783931685;9.04652648673797
1;Hokkaido;2015;11;201511;2015-11-01;4;14;18;-1.17007125265025;;3.4;1488159;142174;42489;0.143;1.05018644130883;1.18842951162813;1.4497166620523;1.58506239116122;-0.208896414811521;11;1;14.2130503435053;11.8648069385649;10.6570004978825
2;Aomori;2015;11;201511;2015-11-01;1;6;7;-1.46633706879343;;3.9;352471;45760;11806;0.154;1.74367098983732;-0.521600200630083;-0.268679568897247;-0.47700187742401;0.322139584979784;11;1;12.7727236283466;10.7311656260537;9.37636315580063
3;Iwate;2015;11;201511;2015-11-01;0;10;10;-3.04452243772342;;2.7;362349;43314;13038;0.163;0.0793080733689514;-0.488785185453463;-0.351950292490617;-0.317174346109015;0.756623584809034;11;1;12.800363114771;10.6762311873672;9.47562344948448
4;Miyagi;2015;11;201511;2015-11-01;3;8;11;-0.887303195000903;;3.6;698605;56678;16400;0.129;1.32758026072023;0.290618738320718;0.0556692106198901;0.0522235102227385;-0.884760414545909;11;1;13.4568407685007;10.945141407367;9.70503661381229
5;Akita;2015;11;201511;2015-11-01;0;4;4;-2.19722457733622;;3.2;284567;41704;12231;0.185;0.77279262189744;-0.775671522979477;-0.4093678293411;-0.420056305323397;1.81869558439164;11;1;12.5587240057013;10.6383523264479;9.41172899148736
6;Yamagata;2015;11;201511;2015-11-01;2;6;8;-0.955511445027436;;2.3;318446;38325;11620;0.169;-0.47547956545384;-0.642124527267421;-0.537446472554246;-0.502571832384012;1.0462795846952;11;1;12.6712081948791;10.55385770374;9.3604830304059
7;Fukushima;2015;11;201511;2015-11-01;2;20;22;-2.10413415427021;;3.2;562158;61080;17464;0.15;0.77279262189744;0.0326260227571675;0.169050052232149;0.153440257658584;0.129035585055673;11;1;13.2395382281538;11.0199397593326;9.76789689822978
8;Ibaraki;2015;11;201511;2015-11-01;5;10;15;-0.646627164925052;;3;748002;70293;23064;0.124;0.495398802486044;0.371731937265563;0.382004185675926;0.601283438226663;-1.12614041445105;11;1;13.5251609307498;11.1604274995835;10.0460282393182
9;Tochigi;2015;11;201511;2015-11-01;4;6;10;-0.367724780125317;;2.7;539975;45982;12901;0.122;0.0793080733689514;-0.0151728401203707;-0.261343502364715;-0.334183292315018;-1.2226924144131;11;1;13.1992781211725;10.7360052945439;9.46506010672514
10;Gunma;2015;11;201511;2015-11-01;0;11;11;-3.13549421592915;;2.6;571693;51694;15460;0.132;-0.0593888363367464;0.0525946212067539;-0.0838535481537876;-0.0428181857342682;-0.739932414602825;11;1;13.2563574129931;10.8530969996031;9.64601132214141
11;Saitama;2015;11;201511;2015-11-01;6;21;27;-1.19625075823203;;2.9;1397290;140213;42050;0.107;0.356701892780346;1.11362658060625;1.42866349103576;1.56833926951257;-1.94683241412852;11;1;14.1500452043837;11.850917973963;10.6466146654011
12;Chiba;2015;11;201511;2015-11-01;6;24;30;-1.32687094064909;;2.9;1121120;131429;35132;0.114;0.356701892780346;0.852186181840659;1.33059612876563;1.27891318920402;-1.60890041426132;11;1;13.9298387436044;11.7862220608342;10.466867675037
13;Tokyo;2015;11;201511;2015-11-01;55;155;210;-1.0302627108669;;3.8;9410402;291344;70701;0.109;1.60497408013163;3.37804838927418;2.5372463649879;2.40499242695304;-1.85028041416646;11;1;16.0573262311592;12.5822599785716;11.1662149960562
14;Kanagawa;2015;11;201511;2015-11-01;15;23;38;-0.416160397224912;;2.8;2059143;198797;51180;0.109;0.218004983074649;1.57398946778787;1.95786887361491;1.88472381411181;-1.85028041416646;11;1;14.5378004347882;12.2000394825475;10.8431041097138
15;Niigata;2015;11;201511;2015-11-01;2;12;14;-1.6094379124341;;2.8;709775;77108;25436;0.156;0.218004983074649;0.309451545779243;0.522270314986486;0.758908620602535;0.41869158494184;11;1;13.4727032973852;11.2529623155175;10.1439207723873
16;Toyama;2015;11;201511;2015-11-01;3;2;5;0.336472236621213;;2.3;356736;35016;11522;0.15;-0.47547956545384;-0.507320342472507;-0.674320968047429;-0.516209302558501;0.129035585055673;11;1;12.7847512914016;10.4635603788707;9.35201353029233
17;Ishikawa;2015;11;201511;2015-11-01;0;8;8;-2.83321334405622;;2.1;363750;31536;10815;0.133;-0.752873384865235;-0.484203603371215;-0.832989961521444;-0.61817302731793;-0.691656414621798;11;1;12.8042220974678;10.3588850293925;9.28868933838716
18;Fukui;2015;11;201511;2015-11-01;1;6;7;-1.46633706879343;;1.8;248554;23844;7864;0.147;-1.16896411398233;-0.936316830423791;-1.2568089077729;-1.13124055075579;-0.0157924148874103;11;1;12.4234154047347;10.0792878923398;8.970050661827
19;Yamanashi;2015;11;201511;2015-11-01;1;4;5;-1.09861228866811;;2.4;206824;25113;6487;0.144;-0.336782655748142;-1.15452403827567;-1.17820904981366;-1.44119363311039;-0.160620414830494;11;1;12.2396234690413;10.1311409193282;8.77755545321306
20;Nagano;2015;11;201511;2015-11-01;2;18;20;-2.00148000021012;;2.6;600236;61188;19274;0.157;-0.0593888363367464;0.110438425494373;0.171727917380358;0.312229419493412;0.466967584922867;11;1;13.3050781901963;11.0217063708432;9.86651231641123
21;Gifu;2015;11;201511;2015-11-01;3;7;10;-0.762140052046897;;2.3;563794;54148;16134;0.136;-0.47547956545384;0.0360761599455757;-0.0135508484775034;0.0258929631197119;-0.546828414678714;11;1;13.2424442155339;10.8994763173057;9.68868412549692
22;Shizuoka;2015;11;201511;2015-11-01;3;16;19;-1.55059741241117;;2.6;1108378;86644;29866;0.135;-0.0593888363367464;0.838615305965206;0.699016044123422;1.01743237564506;-0.595104414659742;11;1;13.9184082433438;11.3695630486609;10.3044759886172
23;Aichi;2015;11;201511;2015-11-01;13;33;46;-0.908855753386637;;2.6;2693454;145292;40209;0.108;-0.0593888363367464;1.89280740169401;1.48260063632532;1.49625360257809;-1.89855641414749;11;1;14.8063349428058;11.8865007895429;10.6018461301466
24;Mie;2015;11;201511;2015-11-01;1;4;5;-1.09861228866811;;2.2;469477;51077;15362;0.137;-0.614176475159537;-0.181273486459036;-0.102054640053422;-0.0530575443662358;-0.498552414697687;11;1;13.0593745881451;10.84108957702;9.63965220655863
25;Shiga;2015;11;201511;2015-11-01;0;8;8;-2.83321334405622;;2.6;363241;32357;8479;0.114;-0.0593888363367464;-0.485866102609329;-0.794032430609398;-1.00999816035232;-1.60890041426132;11;1;12.8028218048007;10.3845856598291;9.045347797304
26;Kyoto;2015;11;201511;2015-11-01;6;15;21;-0.869037847023609;;3;719430;77334;20878;0.13;0.495398802486044;0.325492750966371;0.526706615679449;0.440945971216694;-0.836484414564881;11;1;13.486214510792;11.2558889826328;9.94645125196824
27;Osaka;2015;11;201511;2015-11-01;16;53;69;-1.17632127299543;;3.6;3405829;232495;49778;0.119;1.32758026072023;2.17141252102716;2.19522282225792;1.83999975361221;-1.36752041435619;11;1;15.0409989334248;12.356623998402;10.8153283983367
28;Hyogo;2015;11;201511;2015-11-01;6;31;37;-1.57818536893;;3.5;1324744;132498;37606;0.127;1.18888335101453;1.05032778893221;1.34287543701878;1.38848830192168;-0.981312414507964;11;1;14.0967297911883;11.7943228299549;10.5349188911154
29;Nara;2015;11;201511;2015-11-01;2;3;5;-0.336472236621213;;3.2;229533;36458;10849;0.133;0.77279262189744;-1.03083784011737;-0.613148817233514;-0.613118894415228;-0.691656414621798;11;1;12.3438020889955;10.5039161920929;9.29182818882245
30;Wakayama;2015;11;201511;2015-11-01;0;3;3;-1.94591014905531;;2.4;230215;34342;9302;0.155;-0.336782655748142;-1.02731544978372;-0.703782454112671;-0.860835504462086;0.370415584960812;11;1;12.3467689338769;10.4441243738737;9.13798470978404
31;Tottori;2015;11;201511;2015-11-01;0;5;5;-2.39789527279837;;2.4;157340;19526;6197;0.159;-0.336782655748142;-1.47918872535446;-1.55964808139674;-1.51483527908921;0.563519584884923;11;1;11.9661643478832;9.87950218978562;8.73182058296211
32;Shimane;2015;11;201511;2015-11-01;0;6;6;-2.56494935746154;;2.6;200218;25339;8060;0.179;-0.0593888363367464;-1.19306389677421;-1.16462871116768;-1.09160071313573;1.52903958450548;11;1;12.2071620519115;10.1400999897973;8.99466883550067
33;Okayama;2015;11;201511;2015-11-01;6;5;11;0.167054084663166;;3;566671;59305;16364;0.143;0.495398802486044;0.0421192117148673;0.124347214036511;0.048685070599862;-0.208896414811521;11;1;13.2475341673879;10.9904488984634;9.70283907904929
34;Hiroshima;2015;11;201511;2015-11-01;8;20;28;-0.880358722648092;;2.9;963765;75154;21485;0.132;0.356701892780346;0.672631078665062;0.483362708461706;0.487092361891819;-0.739932414602825;11;1;13.7786027679409;11.2272946206442;9.9751102962091
35;Yamaguchi;2015;11;201511;2015-11-01;1;7;8;-1.6094379124341;;2.8;387598;43085;12819;0.162;0.218004983074649;-0.40881089051814;-0.359985654110542;-0.344450453754581;0.708347584828006;11;1;12.8677239990267;10.6709301876739;9.45868372431213
36;Tokushima;2015;11;201511;2015-11-01;1;3;4;-0.847297860387204;;2.7;195943;26269;8265;0.16;0.0793080733689514;-1.21868830792948;-1.10999124133761;-1.05115900116714;0.611795584865951;11;1;12.1855790795909;10.1761448157198;9.01978501025513
37;Kagawa;2015;11;201511;2015-11-01;0;3;3;-1.94591014905531;;2.7;310460;29676;9029;0.15;0.0793080733689514;-0.672278153559939;-0.92513834807539;-0.908799420292713;0.129035585055673;11;1;12.6458103475804;10.2980939173094;9.10819689830748
38;Ehime;2015;11;201511;2015-11-01;2;12;14;-1.6094379124341;;2.5;387782;45751;12208;0.157;-0.198085746042444;-0.408247413934883;-0.26897772716223;-0.423087058465755;0.466967584922867;11;1;12.8681986050353;10.7309689283883;9.40984675352424
39;Kochi;2015;11;201511;2015-11-01;0;2;2;-1.6094379124341;;2.7;192912;25468;8097;0.172;0.0793080733689514;-1.23719716835927;-1.15693129913245;-1.08422595486623;1.19110758463828;11;1;12.1699894053571;10.1451780411369;8.99924890168611
40;Fukuoka;2015;11;201511;2015-11-01;8;44;52;-1.65542302567592;;3.8;1608004;121457;36514;0.124;1.60497408013163;1.28038671993404;1.21098808736853;1.34103956192442;-1.12614041445105;11;1;14.2905042162801;11.707315569657;10.5054510276735
41;Saga;2015;11;201511;2015-11-01;1;4;5;-1.09861228866811;;3;230669;20754;6797;0.145;0.495398802486044;-1.02497641328898;-1.46719505094296;-1.36602827800733;-0.112344414849466;11;1;12.3487390614875;9.94049427816522;8.82423661734664
42;Nagasaki;2015;11;201511;2015-11-01;2;8;10;-1.22377543162212;;2.6;355762;41959;11901;0.156;-0.0593888363367464;-0.510566340218091;-0.400127536506666;-0.464096956089744;0.41869158494184;11;1;12.7820172469363;10.6444482300051;9.38437770918244
43;Kumamoto;2015;11;201511;2015-11-01;1;6;7;-1.46633706879343;;2.9;464928;54746;15753;0.154;0.356701892780346;-0.192833460272121;0.00309780989130237;-0.0125872983036892;0.322139584979784;11;1;13.0496378338711;10.9104595856491;9.66478610230597
44;Oita;2015;11;201511;2015-11-01;1;6;7;-1.46633706879343;;3.1;322589;33359;10079;0.157;0.634095712191742;-0.626777937854803;-0.747804132800451;-0.731658946740446;0.466967584922867;11;1;12.6841343461378;10.4150828800042;9.21820933035488
45;Miyazaki;2015;11;201511;2015-11-01;2;8;10;-1.22377543162212;;2.7;285493;31747;9392;0.155;0.0793080733689514;-0.77181440044197;-0.822881742386197;-0.845331293903599;0.370415584960812;11;1;12.5619727893888;10.3655535116676;9.14761354206788
46;Kagoshima;2015;11;201511;2015-11-01;1;10;11;-1.94591014905531;;3.4;441915;52501;16428;0.161;1.05018644130883;-0.253104269467047;-0.060372743105479;0.0549702640806802;0.660071584846978;11;1;12.998872834874;10.8685874960174;9.70674247507645
47;Okinawa;2015;11;201511;2015-11-01;5;17;22;-1.15745278869104;;4.7;386934;32665;8646;0.102;2.85324626748291;-0.410846532769244;-0.779671873650264;-0.978592661973889;-2.18821241403366;11;1;12.8660094148322;10.3940594472749;9.06485206522758
1;Hokkaido;2015;12;201512;2015-12-01;3;15;18;-1.48807705542983;;3.4;1465591;142075;42361;0.143;1.05018644130883;1.17028687402587;1.44866078364279;1.58020431315826;-0.208896414811521;12;1;14.1977691320535;11.8641103661653;10.6539834066133
2;Aomori;2015;12;201512;2015-12-01;3;6;9;-0.619039208406224;;3.9;348258;45575;11542;0.154;1.74367098983732;-0.535876618027297;-0.274820196099133;-0.513416749030933;0.322139584979784;12;1;12.7606988633811;10.7271145995469;9.35374783527091
3;Iwate;2015;12;201512;2015-12-01;0;8;8;-2.83321334405622;;2.7;361917;43216;13132;0.163;0.0793080733689514;-0.490201495501448;-0.355383793667292;-0.305607045290702;0.756623584809034;12;1;12.7991701827509;10.6739660760324;9.48280727862148
4;Miyagi;2015;12;201512;2015-12-01;4;12;16;-1.02165124753198;;3.6;698829;56440;16432;0.129;1.32758026072023;0.290999356346723;0.0492906377272668;0.0553622752720028;-0.884760414545909;12;1;13.4571613560947;10.9409334059668;9.70698593216834
5;Akita;2015;12;201512;2015-12-01;0;3;3;-1.94591014905531;;3.2;283606;41588;12239;0.185;0.77279262189744;-0.779687727734427;-0.413589969269935;-0.419003466080068;1.81869558439164;12;1;12.5553412299748;10.6355669430979;9.41238285338234
6;Yamagata;2015;12;201512;2015-12-01;0;7;7;-2.70805020110221;;2.3;318147;38172;11644;0.169;-0.47547956545384;-0.643239802345395;-0.543509998624384;-0.499249576816691;1.0462795846952;12;1;12.6702688191021;10.5498575415371;9.36254630486551
7;Fukushima;2015;12;201512;2015-12-01;3;14;17;-1.42138568093116;;3.2;561407;60856;17678;0.15;0.77279262189744;0.0310388856861732;0.163480834394295;0.173051210647532;0.129035585055673;12;1;13.2382014116601;11.0162656966771;9.78007620762089
8;Ibaraki;2015;12;201512;2015-12-01;1;15;16;-2.33537491581704;;3;749128;70106;23273;0.124;0.495398802486044;0.373517814476812;0.377966286304011;0.615808813104974;-1.12614041445105;12;1;13.5266651424246;11.1577636613713;10.0550491693447
9;Tochigi;2015;12;201512;2015-12-01;3;10;13;-1.09861228866811;;2.7;540724;45793;13041;0.122;0.0793080733689514;-0.013527143513532;-0.267586823409617;-0.316803890347482;-1.2226924144131;12;1;13.2006642612909;10.7318865199933;9.4758535196569
10;Gunma;2015;12;201512;2015-12-01;0;7;7;-2.70805020110221;;2.6;572107;51441;15366;0.132;-0.0593888363367464;0.0534540757346533;-0.0912904656290077;-0.0526383342726425;-0.739932414602825;12;1;13.2570813158049;10.848190798847;9.63991255542758
11;Saitama;2015;12;201512;2015-12-01;9;25;34;-0.987386653557885;;2.9;1400210;140071;42125;0.107;0.356701892780346;1.11610506135555;1.4271275741407;1.57120862452267;-1.94683241412852;12;1;14.1521327833366;11.8499047158951;10.6483966676547
12;Chiba;2015;12;201512;2015-12-01;4;18;22;-1.41369333530801;;2.9;1122806;131433;35357;0.114;0.356701892780346;0.853970292374385;1.33064226156688;1.2891926107176;-1.60890041426132;12;1;13.931341467239;11.7862524950544;10.4732516715234
13;Tokyo;2015;12;201512;2015-12-01;66;143;209;-0.769133087537867;;3.8;9427913;290902;70772;0.109;1.60497408013163;3.38025558910718;2.53494495771065;2.40660861114065;-1.85028041416646;12;1;16.0591853151636;12.5807417196745;11.1672187212329
14;Kanagawa;2015;12;201512;2015-12-01;18;31;49;-0.532216813747308;;2.8;2063789;198578;50972;0.109;0.218004983074649;1.5766652197549;1.95619808594811;1.87816654371816;-1.85028041416646;12;1;14.5400541716757;12.1989372490292;10.8390317413322
15;Niigata;2015;12;201512;2015-12-01;5;15;20;-1.03609193168678;;2.8;707953;76904;25425;0.156;0.218004983074649;0.30639994068602;0.518254686710321;0.758212132297524;0.41869158494184;12;1;13.4701329862915;11.2503131697457;10.1434882209168
16;Toyama;2015;12;201512;2015-12-01;3;13;16;-1.34992671694902;;2.3;356005;34939;11515;0.15;-0.47547956545384;-0.509755675862448;-0.677657918686629;-0.517187841610435;0.129035585055673;12;1;12.7827000546794;10.4613589627862;9.35140581225479
17;Ishikawa;2015;12;201512;2015-12-01;1;6;7;-1.46633706879343;;2.1;363691;31483;10822;0.133;-0.752873384865235;-0.484396190329314;-0.835539620563588;-0.617131172891158;-0.691656414621798;12;1;12.8040598849994;10.357202996593;9.28933637820268
18;Fukui;2015;12;201512;2015-12-01;0;9;9;-2.94443897916644;;1.8;248622;23758;7845;0.147;-1.16896411398233;-0.935992063796227;-1.26228601655515;-1.13513558521576;-0.0157924148874103;12;1;12.4236889497185;10.0756745948495;8.96763166516713
19;Yamanashi;2015;12;201512;2015-12-01;2;1;3;0.510825623765991;;2.4;206879;25052;6509;0.144;-0.336782655748142;-1.1542083585737;-1.18189548731472;-1.4357420903331;-0.160620414830494;12;1;12.239889360274;10.1287089436453;8.78094111357239
20;Nagano;2015;12;201512;2015-12-01;5;10;15;-0.646627164925052;;2.6;599370;61007;19328;0.157;-0.0593888363367464;0.108724263056542;0.167237330536419;0.316734372531032;0.466967584922867;12;1;13.3036343825621;11.0187438906701;9.86931010073454
21;Gifu;2015;12;201512;2015-12-01;2;4;6;-0.587786664902119;;2.3;564683;54115;16148;0.136;-0.47547956545384;0.0379467635848039;-0.0144749326650358;0.0272895683398872;-0.546828414678714;12;1;13.2440197907275;10.8988666907292;9.68955148197283
22;Shizuoka;2015;12;201512;2015-12-01;3;17;20;-1.6094379124341;;2.6;1107240;86416;29941;0.135;-0.0593888363367464;0.837395698563078;0.695021970722926;1.02147083302746;-0.595104414659742;12;1;13.9173809903606;11.3669281228327;10.3069840575494
23;Aichi;2015;12;201512;2015-12-01;8;30;38;-1.2776605201171;;2.6;2697767;145148;40106;0.108;-0.0593888363367464;1.89470701433886;1.48109755062723;1.49212363321136;-1.89855641414749;12;1;14.8079349517537;11.8855091905084;10.599281228037
24;Mie;2015;12;201512;2015-12-01;1;6;7;-1.46633706879343;;2.2;469618;50927;15379;0.137;-0.614176475159537;-0.180916967833349;-0.106512762703256;-0.0512766547323782;-0.498552414697687;12;1;13.0596748772555;10.8381485137652;9.64075822143992
25;Shiga;2015;12;201512;2015-12-01;4;8;12;-0.635988766719997;;2.6;363695;32270;8529;0.114;-0.0593888363367464;-0.484383132599158;-0.798113586287617;-1.00053090612467;-1.60890041426132;12;1;12.8040708832864;10.381893285046;9.05122740031911
